id,"name","code","conversion_code",community_id,ps_x,ps_y,ps_size,"name_ar","name_de","name_el","name_en","name_es","name_fr","name_he","name_hi","name_it","name_ja","name_ko","name_nl","name_ru","name_pt","name_tr","name_zh_cn"
1236,"Original engravings, prints and lithographs, framed or not framed","9702","8960",906,NULL,NULL,NULL,"النقوش الأصلية والمطبوعات والطباعة الحجرية","Original-Radierungen, Lithografien und Drucke","Πρωτότυπα έργα χαρακτικής, χαλκογραφίας και λιθογραφίας","Original engravings, prints and lithographs","Grabados, estampas y litografías originales","Gravures, estampes et lithographies originales","פיתוחים מקוריים, הדפסים וליתוגרפיות","मूल नक्काशी, प्रिंट, और lithographs","Incisioni originali, stampe e litografie","オリジナルの彫刻、版画、リトグラフ","오리지널 판화, 사진 인화 및 lithographs","Oorspronkelijke gravures, prenten en litho's","Оригинальные гравюры, эстампы и литографии","Gravuras, estampas e litografias","Orijinal gravürler, baskılar ve taş kabartmalar","原来的版画，版画和石版画"
1237,"Original sculptures and statuary, in any material","9703","8960",906,1324.245422,2855.227539,15.205444,"الأصلي المنحوتات والتماثيل","Originalwerke der Bildhauerkunst","Πρωτότυπα γλυπτά και αγάλματα","Original sculptures and statuary","Esculturas originales y estatuas","Sculptures et statues originales","פסלים מקוריים פסלים","मूल मूर्तियों और प्रस्तरप्रतिमा","Sculture e statue originali","オリジナルの彫刻や彫像","원래 조각, 조소","Originele standbeelden en origineel beeldhouwwerk","Подлинники скульптур и статуэток","Esculturas originais de arte estatuária","Orijinal heykel ve heykel","原始雕塑和雕像"
1238,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper) and the like, used or unused, other than those of heading 4907","9704","8960",906,NULL,NULL,NULL,"البريد أو الإيرادات الطوابع","Briefmarken, Stempelmarken","Ταχυδρομικά ή χαρτόσημα","Postage or revenue stamps","Franqueo o sellos de los ingresos","Timbres fiscaux","דואר או בולי הכנסה","डाक या डाक टिकटों राजस्व","Spedizione le marche da bollo","切手または収入印紙","우표 또는 수입 우표","Postzegels, fiscale zegels","Почтовые или гербовые марки","Selos ou carimbos de receitas","Posta veya gelir pulları","邮票或印花税票"
1239,"Collections and collectors pieces","9705","8960",906,NULL,NULL,NULL,"مجموعات وقطع للمجموعات","Sammlungen und Sammlerstücke","Συλλογές και συλλογών","Collections and collectors pieces","Colecciones y objetos de colección","Collections et objets de collection","אוספים חתיכות אספנים","संग्रह और कलेक्टरों टुकड़े","Collezioni ed esemplari per collezioni","コレクションとコレクター作品","컬렉션 및 수집가의 작품","Verzamelingen en verzamelaars stukken","Коллекции и предметы коллекционирования","Coleções e espécimes para colecções","Koleksiyonlar, koleksiyon eşyası","馆藏和收藏家件"
1240,"Antiques older than one hundred years","9706","8960",906,2479.178467,2766.100586,15.294922,"التحف تعود إلى أكثر من مئة سنة","Antiquitäten älter als 100 Jahre","Αντίκες μεγαλύτερα από εκατό χρόνια","Antiques older than one hundred years","Antigüedades más de cien años","Antiquités de plus de cent ans","עתיקות יותר ממאה שנים","प्राचीन वस्तुएँ बड़े से अधिक एक सौ साल","Antiques più di cento anni","百歳以上の骨董品","골동품 세 이상의 백년","Antiek ouder dan honderd jaar","Антиквариат старше ста лет","Antiguidades com mais de cem anos","Antika eski yüz yıldan uzun bir","古董旧百余个年"
1241,"Natural cryolite, natural chiolite","2527","2785",206,NULL,NULL,NULL,"الطبيعية الكريوليت","Natürlicher Kryolith","Φυσικό κρυόλιθος","Natural cryolite","Natural de la criolita","Natural cryolite","טבעי cryolite","प्राकृतिक Cryolite","Natural criolite","天然氷晶石","천연 빙정석","Natuurlijke kryoliet","Природный криолит","Criolita natural","Doğal kriyolit","天然冰晶石"
1242,"Live Animals","01",NULL,106,NULL,NULL,NULL,"ماشية","Livestock","Κτηνοτροφία"," Livestock","Ganado","Bétail","בעלי חיים","पशुधन","Bestiame","家畜","가축","Vee","Скот","Pecuária","Çiftlik hayvanları","家畜"
1243,"Meat & Edible Meat Offal","02",NULL,106,NULL,NULL,NULL,"لحوم وفضلات الذبائح","Fleisch & Innereien","Κρέας και εντόσθια","Meat & Offal","Carne y Despojos","Viandes et abats","בשר וחלקי פנים","मांस और offal","Carne e frattaglie","ミート＆内臓","육류 및 겨","Meat & Slachtafval","Мясо и субпродукты","Carnes e Miudezas","Et ve Sakatat","肉类和内脏"
1244,"Fish & Crustaceans","03",NULL,106,NULL,NULL,NULL,"الأسماك والقشريات","Fish & Krebstiere","Ψάρια και μαλακόστρακα","Fish & Crustaceans","Pescados y Crustáceos","Fish & Crustacés","דגים וסרטנים","मछली और क्रसटेशियन","Fish & Crostacei","フィッシュ＆甲殻類","생선 및 갑각류","Fish & Schaaldieren","Рыба и ракообразные","Peixes e Crustáceos","Balık ve Kabuklular","鱼类及甲壳类"
1245,"Dairy, Eggs, Honey, & Ed. Products","04",NULL,106,NULL,NULL,NULL,"الألبان، والعسل، وإد. همز.","Dairy, Honig, & Ed. Prod.","Γαλακτοκομικά, μέλι, και Ed. Prod.","Dairy, Honey, & Ed. Prod.","Productos lácteos, la miel, y Ed. Prod.","Produits laitiers, miel, & Ed. Prod.","חלב, דבש, ואד. לדרבן.","डेयरी, शहद, और एड. ठेस.","Prodotti lattiero-caseari, miele, & Ed. Prod.","乳製品、蜂蜜、＆エド。のProd。","유제품, 꿀, & 에드. 자극.","Zuivel, honing, & Ed. Prod.","Молочные продукты, мед, и Эд. Prod.","Laticínios, mel, & Ed. Prod.","Süt, Bal, ve Ed. Prod.","乳制品，蜂蜜，＆ED。督促。"
1246,"Products of Animal Origin","05",NULL,106,NULL,NULL,NULL,"المنتجات ذات الأصل الحيواني","Produkte tierischen Ursprungs","Προϊόντα ζωικής προέλευσης","Products of Animal Origin","Productos de Origen Animal","Les produits d'origine animale","מוצרים מן החי","पशु मूल के उत्पाद","Prodotti di origine animale","動物由来の製品","동물성 제품","Producten van dierlijke oorsprong","Продуктов животного происхождения","Produtos de Origem Animal","Hayvan Menşe Ürünler","动物产品"
1247,"Live Trees & Other Plants","06",NULL,116,NULL,NULL,NULL," أشجار ونباتات"," Bäume & Pflanzen"," Δέντρα & Φυτά"," Trees & Plants"," Árboles y Plantas"," Arbres & Plantes"," עצים וצמחים"," पेड़ और पौधे"," Alberi e piante"," ツリー＆植物"," 나무 & 식물"," Bomen & Planten"," Деревья и растения"," Árvores e plantas"," Ağaçlar ve Bitkiler"," 植物及树"
1248,"Edible Vegetables","07",NULL,116,NULL,NULL,NULL,"خضروات","Gemüse","Λαχανικά","Vegetables","Verduras","Légumes","ירקות","सब्जियां","Verdure","野菜","야채","Groenten","Овощи","Legumes","Sebze","蔬菜"
1249,"Ed. Fruits & Nuts, peel of Citrus/Melons","08",NULL,116,NULL,NULL,NULL," الفواكه والمكسرات"," Früchte und Nüsse"," Φρούτα και ξηροί καρποί"," Fruits & Nuts"," Frutas y frutos secos"," Fruits & noix"," פירות ואגוזים"," फल और मेवे"," Frutta e Noci"," フルーツ＆ナッツ"," 과일 & 너트"," Fruits & Nuts"," Фрукты и орехи"," Frutas e Nozes"," Meyve ve Kuruyemiş"," 水果及坚果"
1250,"Coffee, Tea, Mate & Spices","09",NULL,116,NULL,NULL,NULL,"قهوة وشاي ومته والتوابل","Kaffee, Tee, Mate, Gewürze","Καφές, τσάι, ματέ, Μπαχαρικά","Coffee, Tea, Mate, Spices","Café, té, yerba mate, especias","Café, thé, maté, épices","קפה, תה, מת, תבלינים","कॉफी, चाय, मेट, मसाला","Caffè, tè, mate, Spezie","コー​​ヒー、紅茶、マテ、スパイス","커피, 차, 메이트, 향료","Koffie, thee, mate, specerijen","Кофе, чай, мате, специи","Café, chá, mate, especiarias","Kahve, Çay, Mate, Baharatlar","咖啡，茶，马黛茶，香料"
1251,"Cereals","10",NULL,116,NULL,NULL,NULL,"حبوب","Getreide","Σιτηρά","Cereals","Cereales","Céréales","דגנים","अनाज","Cereali","コー​​ンフレーク","시리얼","Granen","Злаки","Cereais","Tahıl","谷物"
1252,"Milling Industry Products","11",NULL,116,NULL,NULL,NULL,"منتجات الطحن","Fräsen Produkte","Προϊόντα άλεσης","Milling Products","Productos de la molinería","Produits de la minoterie","מוצרי כרסום","मिलिंग उत्पाद","Fresatura Prodotti","フライス製品","밀링 제품","Frezen Producten","Продукты помола","Fresagem produtos","Freze Ürünler","铣床产品"
1253,"Oil Seeds/Misc. Grains/Med. Plants/Straw","12",NULL,116,NULL,NULL,NULL,"البذور الزيتية / حبوب / MED. النباتات / سترو","Ölsamen / Getreide / Med. Pflanzen / Stroh","Ελαιούχων σπόρων / Σιτηρά / Med. Φυτά / Straw","Oil Seeds/Grains/Med. Plants/Straw","Semillas / granos / Med Oil. Plantas / paja","Graines oléagineuses / Céréales / Med. Plantes / paille","שמן זרעים / דגנים / מד. צמחים / קש","तिलहन / अनाज / मेड. संयंत्रों / स्ट्रॉ","Olio di semi / grani / med. Piante / Paglia","油糧種子/穀物/メッド。植物/ストロー","오일 씨앗 / 곡물 / 메드. 식물 / 밀짚","Olie Zaden / Granen / Med. Planten / Straw","Масличных культур / Зерно / Med. Растения / Стро","Sementes / grãos / Med petróleo. Plantas / Palha","Yağlı Tohumlar / Hububat / Med. Bitkiler / Straw","油料种子/谷物/地中海。植物/稻草"
1254,"Lac, Gums, Resins, Etc.","13",NULL,116,NULL,NULL,NULL,"أمريكا اللاتينية والكاريبي، صموغ وراتنجات، الخ.","Lac, Gums, Harze, etc.","Γόμες, ρητίνες, κ.λπ.","Lac, Gums, Resins, Etc.","Gomas, Resinas, Etc.","Gommes, résines, etc","Lac, חניכיים, שרפים, וכו '","लाख, मसूड़ों, रेजिन, आदि","Lac, gomme, resine, Etc.","ラック、ガム、樹脂など","락, 검, 수지, 기타","Lac, gommen, harsen, enz.","Лак, камеди, смолы и т.д.","Lac, gomas, resinas, Etc.","Lac, Gums, reçineler, vb","紫胶，树胶，树脂等。"
1255,"Vegetable Plaiting Materials","14",NULL,116,NULL,NULL,NULL,"الخضار. مواد ضفر","Veg. Korbwaren","Veg. Σπαρτοπλεκτικής","Veg. Plaiting Materials","Veg. Casteria","Veg. Sparterie","וועג. חומרי קליעה","शाकाहारी. Plaiting सामग्री","Veg. Materiale da intreccio","野菜。組物材料","채식. 조물 재료","Veg. Vlechtwerk","Овощей. Материалов для плетения","Veg. Cestaria","Sebze. Örgü Malzemeleri","吃素。编结材料制品"
1256,"Animal or Vegetable Fats, Oils & Waxes","15",NULL,116,NULL,NULL,NULL,"حيوان / الخضار. الدهون والزيوت والشموع","Animal / Veg. Fette, Öle u. Wachse","Animal / Veg. Λίπη, Έλαια & Κεριά","Animal/Veg. Fats, Oils & Waxes","Animal / Veg. Grasas, aceites y ceras","Animal / Veg. Graisses, huiles et cires","בעלי חיים / וועג. שומנים, שמנים ושעוות","पशु / शाकाहारी. वसा, तेल एवं Waxes","Animal / Veg. Grassi, oli e cere","アニマル/ベジ。脂肪、油＆ワックス","동물 / 채식. 지방, 오일 & 왁스","Dier / Veg. Vetten, Oliën en Was","Животное / овощей. Жиры, масла и воски","Animais / Veg. Gorduras, Óleos e Ceras","Hayvan / sebze. Yağlar, Yağlar ve Mumlar","动物/蔬菜。脂肪，油及蜡"
1257,"Ed. Prep of Meat, Fish, Crustaceans, Etc","16",NULL,126,NULL,NULL,NULL,"إد. الإعدادية من اللحوم، والأسماك والقشريات، الخ.","Ed. Prep von Fleisch, Fisch, Krebstiere, Etc","Ed. Prep από κρέας, ψάρια, μαλακόστρακα, κ.λπ.","Ed. Prep of Meat, Fish, Crustaceans, Etc.","Ed. Preparación de Carne, pescado, crustáceos, Etc.","Ed. Préparation de viande, poisson, crustacés, etc","אד. הכנה של בשר, דגים, סרטנים, וכו '","एड. मांस, मछली, क्रसटेशियन, आदि की तैयारी","Ed. Preparazione di carne, pesce, crostacei, ecc","エド。肉、魚、甲殻類、等の準備","에드. 고기, 생선, 갑각류 등의 준비","Ed. Prep van vlees, vis, schaaldieren, enz.","Издание Подготовка мяса, рыбы, ракообразных, и т.д.","Ed. Preparação de carnes, peixes, crustáceos, Etc.","Ed. Et, Balık, Kabuklu, vb bir hazırlık","埃德。肉，鱼，甲壳类等准备"
1258,"Sugars & Sugar Confectionery","17",NULL,126,NULL,NULL,NULL,"السكريات والحلويات","Zucker und Süßwaren","Σάκχαρα & Ζαχαροπλαστικής","Sugars & Confectionery","Azúcares y confitería","Sucres et confiserie","סוכרים וקונדיטוריה","शुगर्स और हलवाई की दुकान","Zuccheri & Pasticceria","糖＆製菓","설탕 제과","Suikers & Zoetwaren","Сахар и кондитерские","Açúcares e confeitaria","Şekerler ve Şekerleme","糖及糖果"
1259,"Cocoa & Cocoa Preparations","18",NULL,126,NULL,NULL,NULL," الكاكاو وكاكاو [بربس]"," Cocoa & Kakao Preps"," Κακάο & Κακάο Preps"," Cocoa & Cocoa Preps"," Cacao y cacao Preps"," Cacao & Cacao Preps"," Preps קקאו והקקאו"," कोको और कोको Preps"," Cacao & Cacao Preps"," ココア＆ココア​​プレップ"," 코코아 및 코코아 조제품"," Cacao & Cacao Preps"," Какао и какао Preps"," Preps de cacau e cacau"," Kakao ve Kakao Preps"," 可可及可可的Preps"
1260,"Preps. of Cereals, Flour, Starch or Milk","19",NULL,126,NULL,NULL,NULL,"محضرات. أساسها الحبوب أو الدقيق أو النشاء أو الحليب","Preps. von Getreide, Mehl, Stärke oder Milch","Preps. από δημητριακά, τα αλεύρια, τα άμυλα","Preps. of Cereals, Flour, Starch or Milk","Preps. de cereales, harina, almidón o leche","Preps. de céréales, de farines, d'amidon ou de lait","Preps. מוצרים מדגנים, קמח, עמילן או חלב","Preps. अनाज, आटा, स्टार्च या दूध की","Preps. di cereali, farina, amido o di latte","プレップ。穀物、小麦粉、でん粉又はミルクの","준비합니다. 곡물, 밀가루, 전분 또는 밀크의","Preps. van granen, meel, zetmeel of Milk","Preps. из зерна злаков, муки, крахмала или молока","Preps. de cereais, farinha, amido ou de leite","Preps. Tahıllar, Un, Nişasta veya Süt","PREPS。谷物，粮食粉，淀粉或乳"
1261,"Preps of Vegs, Fruits, Nuts, Etc","20",NULL,126,NULL,NULL,NULL,"محضرات. من خضار والفواكه والمكسرات، الخ.","Preps. von Vegs, Früchte, Nüsse, etc.","Preps. Φρούτων vegs,, καρύδια, κ.λπ.","Preps. of Vegs, Fruits, Nuts, Etc.","Preps. de Vegs, frutas, nueces, etc","Preps. de Vegs, fruits, noix, etc","Preps. של Vegs, פירות, אגוזים וכו '","Preps. vegs, फल, मेवा, आदि का","Preps. di vegs, frutta, noci, ecc","プレップ。 Vegs、果物、ナッツ、など","준비합니다. Vegs, 과일, 견과류 등","Preps. van Vegs, vruchten, noten, enz.","Preps. из Vegs, фрукты, орехи и др.","Preps. de Vegs, frutas, nozes, etc","Preps. vegs, Meyve, Kuruyemiş, vb bir","PREPS。的Vegs，水果，坚果等"
1262,"Misc. Edible Preparations","21",NULL,126,NULL,NULL,NULL,"متفرقات. محضرات غذائية","Misc. Speisenpräparate","Διάφορα. Βρώσιμα παρασκευάσματα","Misc. Edible Preparations","Misc. Preparaciones Alimenticias","Divers. Préparations alimentaires","שונה. תכשירים הראויים למאכל","विविध. खाद्य तैयारी","Varie. Preparazioni alimentari","その他。食用準備","기타. 식용 준비","Misc. Eetbare Voorbereidingen","Разный Готовые пищевые продукты,","Misc. Preparações alimentícias","Çeşitli. Yenilebilir Hazırlıklar","杂项。食用制剂"
1263,"Beverages, Spirits & Vinegar","22",NULL,126,NULL,NULL,NULL,"المشروبات، المشروبات الروحية والخل","Getränke, Spirituosen & Vinegar","Ποτά, οινοπνευματώδη και ξίδι","Beverages, Spirits & Vinegar","Bebidas, líquidos alcohólicos y vinagre","Boissons, liquides alcooliques et vinaigres","משקאות, משקאות חריפים וחומץ","पेय पदार्थ, शराब और सिरका","Bevande, liquori e aceto","飲料、スピリッツ＆ビネガー","음료, 알콜 및 식초","Dranken, Spirits & Vinegar","Алкогольные и безалкогольные напитки и уксус","Bebidas, líquidos alcoólicos e vinagres","İçecekler, Spirits & Sirke","饮料，酒及醋"
1264,"Residues from Food Industries, Animal Feed","23",NULL,126,NULL,NULL,NULL," بقايا الصناعات الغذائية وعلف الحيوان","Food Industries Rückstand & Futter"," Τρόφιμα υπολειμμάτων Industries & Ζωοτροφές"," Food Industries Residue & Animal Feed"," Food Industries residuos y alimentación animal"," Food Industries résidus et des aliments pour animaux"," שאריות & תזונת בעלי חיים תעשיות מזון"," खाद्य उद्योग अवशेष एवं पशु फ़ीड"," Food Industries Residue & Alimentazione animale"," 食品工業残＆動物飼料"," 식품 산업 잔류 물 및 동물 사료"," Food Industries Residu & Diervoeder"," Пищевой промышленности и остатков кормов для животных"," Indústrias da Alimentação de Resíduos e Alimentação Animal"," Gıda Sanayi Kalıntı ve Yem"," 食品工业的残渣及动物饲料"
1265,"Tobacco & Manuf. Tobacco Substitutes","24",NULL,126,NULL,NULL,NULL,"التبغ ومجمدة تصنيع. الغواصات التبغ.","Tabak & Hersteller. Tobacco Subs.","Καπνός & Μάρκες. Subs καπνού.","Tobacco & Manuf. Tobacco Subs.","Tabaco y Fabrica. Subs Tabaco.","Tabac & Fab. Subs de tabac.","טבק וmanuf. Subs טבק.","तंबाकू और Manuf. तंबाकू सब्स.","Tabacco & Manuf. Subs tabacco.","たばことMANUF。タバコ潜水。","담배 & 증명할. 담배 잠수정.","Tabak & Fabrik. Tabak Subs.","Табак и произв. Табак Subs.","Tabaco e Facturação. Subs tabaco.","Tütün ve İmalat. Tütün Subs.","烟草制造商烟草替补。"
1266,"Salt, Sulphur, Earth & Stone, Lime & Cement","25",NULL,206,NULL,NULL,NULL,"الملح، الكبريت، الحجر، الاسمنت","Salz, Schwefel, Stein, Zement","Αλάτι, θείο, πέτρα, τσιμέντο","Salt, Sulphur, Stone, Cement","Sal, azufre, piedra, cemento","Sel, soufre, pierre, ciment","מלח, גופרית, אבן, מלט","नमक, सल्फर, पत्थर, सीमेंट","Sale, Zolfo, pietra, cemento","塩、硫黄、石、セメント","소금, 유황, 돌, 시멘트","Zout, zwavel, Steen, Cement","Соль, сера, камень, цемент","Sal, enxofre, pedra, cimento","Tuz, Kükürt, Taş, Çimento","盐，硫磺，石，水泥"
1267,"Ores Slag & Ash","26",NULL,206,NULL,NULL,NULL,"خامات الخبث والرماد","Erze Slag & Ash","Μεταλλεύματα Σκουριές & Ash","Ores Slag & Ash","Minerales escorias y cenizas","Minerais scories et cendres","עפרות סיגים ואפר","अयस्कों लावा और राख","Scorie e ceneri","鉱石スラグ＆アッシュ","광석 슬래그 및 재","Ertsen Slakken & Ash","Руды шлак и зола","Escórias e cinzas","Cevherleri Cüruf ve Kül","矿石矿渣和灰"
1268,"Mineral Fuels, Oils, Waxes & Bituminous Sub","27",NULL,206,NULL,NULL,NULL,"الوقود المعدني، والزيوت، الشموع والبيتومين الفرعية","Mineralische Brennstoffe, Öle, Wachse und bituminöse","Ορυκτά καύσιμα, έλαια, κεριά και Ασφαλτικά Sub","Mineral Fuels, Oils, Waxes & Bituminous Sub","Combustibles minerales, aceites, ceras y betún Sub","Combustibles minéraux, huiles, cires et bitume sous","דלק מינרלים, שמנים, שעווה ואספלט Sub","खनिज ईंधन, तेल, waxes और बिटुमिनस उप","Combustibili minerali, oli, cere e bituminoso Sub","鉱物性燃料、オイル、ワックス＆瀝青炭サブ","광물 연료, 오일, 왁스 및 역청 서브","Minerale brandstoffen, oliën, wassen & Bitumineuze Sub","Минеральное топливо, масла, воска и битумные Sub","Combustíveis minerais, óleos, ceras e betuminoso Sub","Mineral yakıtlar, yağlar, Mumlar ve Bitümlü Sub","矿物燃料，油，蜡和沥青子"
1269,"Inorganic Chem, Org/Inorg Compounds of Precious Metals, Isotopes","28",NULL,306,NULL,NULL,NULL," كيم غير العضوية، PREC. مركبات المعادن والنظائر"," Anorganische Chem., Präz. Metallverbindungen, Isotope"," Ανόργανα Chem, ενώσεις πολυτίμων μετάλλων, ισότοπα"," Inorganic Chem, Precious Metal Compounds, Isotopes"," Inorganic Chem, compuestos de metal precioso, Isótopos"," Inorganic Chem, composés de métaux précieux, les isotopes"," Chem אורגני, תרכובות של מתכת יקרה, איזוטופים"," अकार्बनिक रसायन, कीमती धातु यौगिकों, आइसोटोप"," Inorganica Chem, composti di metalli preziosi Isotopi"," 無機化学、貴金属化合物、同位"," 무기 화학, 귀금속 화합물, 동위 원소"," Anorganische Chem, Precious Metal Compounds, Isotopen"," Неорганические Chem, соединений благородных металлов, изотопы"," Inorgânico Chem, compostos de metais preciosos Isótopos"," İnorganik Kimya, Değerli Metal Bileşikleri, izotoplar"," 无机化学，贵金属化合物，同位素"
1270,"Organic Chemicals","29",NULL,306,NULL,NULL,NULL,"المواد الكيميائية العضوية","Organische Chemikalien","Οργανικές χημικές ουσίες","Organic Chemicals","Productos químicos orgánicos","Produits chimiques organiques","כימיקלים אורגניים","कार्बनिक रसायन","Prodotti chimici organici","有機化学品","유기 화학","Organische chemicaliën","Органические химические вещества","Compostos Orgânicos","Organik Kimya","有机化工产品"
1271,"Pharmaceutical Products","30",NULL,306,NULL,NULL,NULL,"منتجات صيدلانية","Pharmazeutische Produkte","Φαρμακευτικά Προϊόντα","Pharmaceutical Products","Productos Farmacéuticos","Produits pharmaceutiques","מוצרים פרמצבטיים","औषधि उत्पाद","Prodotti farmaceutici","医薬品","제약 제품","Pharmaceutical Products","Фармацевтические товары","Produtos farmacêuticos","Farmasötik Ürünler","医药产品"
1272,"Fertilizers","31",NULL,306,NULL,NULL,NULL,"الأسمدة","Düngemittel","Λιπάσματα","Fertilizers","Fertilizantes","Engrais","דשנים","उर्वरक","Fertilizzanti","肥料","비료","Meststoffen","Удобрения","Fertilizantes","Gübreler","肥料"
1273,"Tanning or Dyeing Extracts, Dyes, Pigments, Paints & Varnishes, Putty & Inks","32",NULL,306,NULL,NULL,NULL,"المعجون والأحبار والأصباغ والمواد الملونة والدهانات والمعجون","Putty & Tinten, Farbstoffen, Pigmenten, Farben & Putty","Στόκος και μελανών, βαφών, χρωστικών, χρωμάτων & Putty","Putty & Inks, Dyes, Pigments, Paints & Putty ","Masilla y tintas, colorantes, pigmentos, pinturas y masilla","Putty et encres, de colorants, pigments, de peintures et Putty","מרק ודיו, צבעים, פיגמנטים, צבעים ומרק","पोटीन और स्याही, रंगों, Pigments, पेंट्स और पोटीन","Putty e inchiostri, tinte, pigmenti, pitture e Putty","パテ＆インク、染料、顔料、塗料＆パテ","퍼티 & 잉크, 염료, 안료, 페인트 및 퍼티","Putty & inkt, kleurstoffen, pigmenten, Verven & Putty","Шпатлевка и чернил, красителей, пигментов, красок и шпатлевки","Putty e tintas, corantes, pigmentos, tintas e massa de vidraceiro","Macun ve Mürekkepleri, Boyalar, Pigmentler, Boyalar ve Macun","腻子，油墨，染料，颜料，涂料及腻子"
1274,"Oils & Resinoids, Perfumery, Cosmetic or Toilet Preparations","33",NULL,306,NULL,NULL,NULL,"الزيوت ومستخلصات مواد راتنجية، مستحضرات التجميل","Öle und Resinoide, Parfümerie, Kosmetik","Έλαια & Ρητινοειδή, είδη αρωματοποιίας, καλλυντικών","Oils & Resinoids, Perfumery, Cosmetics","Aceites y resinoides, perfumería, cosméticos","Huiles & Résinoïdes, parfumerie, cosmétique","שמנים & Resinoids, בישום, קוסמטיקה","तेल और resinoids, Perfumery, प्रसाधन सामग्री","Oli e resinoidi e profumeria, cosmetici","オイル＆レジノイド、香水、化粧品","오일 및 레지 노이드, 향수, 화장품","Oliën & Harsaroma, Parfumerie, Cosmetica","Масла и Резиноиды, парфюмерия, косметика","Óleos e Resinóides, Perfumaria, Cosméticos","Yağlar ve Resinoidler Parfümeri, Kozmetik","精油及香膏，香水，化妆品"
1275,"Soaps, Waxes, Scouring Products, Candles, Modeling Pastes, Dental Waxes","34",NULL,306,NULL,NULL,NULL,"صابون، شموع، شموع","Seifen, Wachse, Kerzen","Σαπούνια, κεριά, κεριά","Soaps, Waxes, Candles","Jabones, ceras, velas","Savons, cires, bougies","סבונים, נרות, שעווה","साबुन, waxes, मोमबत्तियाँ","Saponi, cere, candele","石鹸、ワックス、キャンドル","비누, 왁스, 양초","Soaps, Wassen, Kaarsen","Сериалы, воск, свечи","Sabonetes, Ceras, Velas","Sabunlar, Mumlar, Mumlar","肥皂，蜡，蜡烛"
1276,"Albuminoidal Sub, Starches, Glues, Enzymes","35",NULL,306,NULL,NULL,NULL,"الفرعية زلالية ونشا ومواد لاصقة، الإنزيمات","Eiweißstoffe Sub, Stärke, Klebstoffe, Enzyme","Λευκωματώδεις Sub, άμυλα, κόλλες, ένζυμα","Albuminoidal Sub, Starches, Glues, Enzymes","Sub albuminoides, almidones, Colas, Enzimas","Sous albuminoïdes, amidons, colles, enzymes","תת אלבומיניים, עמילנים, דבק, אנזימים","प्रोटीन का उप, स्टार्च, glues, एंजाइमों","Sub albuminoidi, amidi, Colle, Enzimi","アルブミンに似たサブ、澱粉、接着剤、酵素","카세인 서브, 전분, 접착제, 효소","Eiwitstoffen Sub, Zetmeel, Lijmen, Enzymen","Белковые Sub, крахмалы, клеи, ферменты","Sub albuminóides, amidos, Colas, Enzimas","Albüminoid Sub, Nişasta, Tutkallar, Enzimler","子蛋白，淀粉，胶，酶"
1277,"Explosives, Matches, Pyrotechnic Products","36",NULL,306,NULL,NULL,NULL,"المتفجرات، مباريات، Pyrotech. مناخس.","Sprengstoffe, Spiele, Pyrotech. Prods.","Εκρηκτικά, αγώνες, Pyrotech. Σπρωξίματα.","Explosives, Matches, Pyrotech. Prods.","Explosivos, fósforos, Pyrotech. Prods.","Explosifs, des allumettes, Pyrotech. Prods.","חומרי נפץ, גפרורים, Pyrotech. מאיץ.","विस्फोटक, मेल खाता है, Pyrotech. Prods.","Esplosivi, Fiammiferi, Pyrotech. Prods.","火薬、マッチ、Pyrotech。プロッド。","폭발물, 선수 PYROTECH. 프로드.","Explosieven, Matches, Pyrotech. Protestanten.","Взрывчатые вещества, спички, Pyrotech. Prods.","Explosivos, fósforos, Pyrotech. Prods.","Patlayıcılar, Maçlar, Pyrotech. Prods.","炸药，火柴，Pyrotech。电棒。"
1278,"Photographic or Cinematographic Goods","37",NULL,306,NULL,NULL,NULL,"الصورة / السينمائي السلع","Foto / kinematografischen Zwecken","Φωτογραφία / κινηματογραφικά προϊόντα","Photo/Cinematographic Goods","Foto / cinematograficos","Photo / CINÉMATOGRAPHIQUES","צילום סחורה / קולנועי","फोटो / सिनेकला का सामान","Foto / CINEMATOGRAFIA","写真/映画用の製品","사진 / 영화 용 제품","Foto / cinematografie","Фото / кинотовары","Foto / cinematografia","Foto / Sinema Ürünler","照片/电影用品"
1279,"Miscellaneous Chemical Products","38",NULL,306,NULL,NULL,NULL,"متفرقات. النخز الكيميائية.","Misc. Chemische Prods.","Διάφορα. Χημική Prods.","Misc. Chemical Prods.","Misc. Química Prods.","Divers. Prods chimique.","שונה. כימיה מאיצה.","विविध. रासायनिक PRODS.","Varie. Chemical Prods.","その他。化学はプロッド。","기타. 화학 PRODS.","Misc. Chemische protestanten.","Разный Химическая Prods.","Misc. Chemical Prods.","Çeşitli. Kimyasal Prods.","杂项。化工电棒。"
1280,"Plastic & Articles Thereof","39",NULL,316,NULL,NULL,NULL,"بلاستيك ومصنوعاته","Kunststoff und Waren daraus","Πλαστικά & τεχνουργήματα","Plastic & Articles Thereof","Plástico y Manufacturas","Plastic & ouvrages","פלסטיק ופריטים מהם","प्लास्टिक और तत्संबंधी लेख","Plastica e articoli in tali materie","そのプラスチック＆記事","플라스틱 및 그 제품","Kunststof & werken daarvan","Пластиковые и изделия из него","Plástico e suas obras","Plastik ve bunların aksam Makaleler","塑料及其制品"
